cell,diameter_mm,frequency_hz,replicate,fold_symmetry,pdf_page,mean_intensity,contrast,entropy_bits,radial_peak_count,center_to_mid_ratio,outer_to_mid_ratio,angular_texture_harmonic,angular_texture_concentration,radial_profile_std,visual_note
medium,24.25,50,1,8,14,0.3526934087276459,0.20569849014282227,4.551206743706343,3,0.7849010652563431,1.2126359156396813,4,0.12090419977903366,0.050672341138124466,8-fold printed classification; balanced-center; moderate-radial-banding; medium contrast; high texture
medium,24.25,53,3,unclassified,14,0.3036549687385559,0.27476218342781067,4.523519365723936,3,1.6479086185814509,0.9401547594760098,3,0.2901398241519928,0.08702820539474487,unclassified/indistinct in printed atlas; bright-center; moderate-radial-banding; high contrast; high texture
medium,24.25,54,1,6,14,0.440504789352417,0.175766259431839,4.496910176140508,1,1.3607344087773012,0.8519924988516,4,0.12400820106267929,0.07781097292900085,6-fold printed classification; bright-center; radially-simple; low contrast; high texture
medium,24.25,54,2,unclassified,14,0.28563252091407776,0.2639099061489105,4.353202316953414,1,1.7602902294554685,1.0337340581889503,3,0.254412442445755,0.07187685370445251,unclassified/indistinct in printed atlas; bright-center; radially-simple; high contrast; medium texture
medium,24.25,54,3,unclassified,14,0.27768149971961975,0.28596001863479614,4.280931735438666,3,1.8451430808613996,1.0102927115661768,3,0.43127375841140747,0.0840570330619812,unclassified/indistinct in printed atlas; bright-center; moderate-radial-banding; high contrast; medium texture
medium,24.25,55,1,6,14,0.4382016062736511,0.18279309570789337,4.553911904231592,1,1.3106593451712867,0.844777315635251,3,0.16652840375900269,0.0684565082192421,6-fold printed classification; bright-center; radially-simple; low contrast; high texture
medium,24.25,55,2,6,14,0.2786403000354767,0.19608503580093384,4.406441924783563,2,0.9432171971417886,1.1191442473842559,3,0.22237898409366608,0.049372598528862,6-fold printed classification; balanced-center; moderate-radial-banding; low contrast; medium texture
medium,24.25,55,3,6,14,0.26127171516418457,0.20251192152500153,4.365624081411065,4,0.9196572743039212,1.080992947961206,3,0.33886444568634033,0.031370822340250015,6-fold printed classification; balanced-center; ring-rich; low contrast; medium texture
medium,24.25,56,1,6,14,0.44104471802711487,0.17560452222824097,4.502659129795309,3,1.1701662010952931,0.8635480660693663,3,0.11558686196804047,0.04541991651058197,6-fold printed classification; balanced-center; moderate-radial-banding; low contrast; high texture
medium,24.25,56,2,6,14,0.2664799988269806,0.20511066913604736,4.389821611891328,1,0.6882200302757275,0.8398496645798998,4,0.2004440426826477,0.045989539474248886,6-fold printed classification; dark-center; radially-simple; medium contrast; medium texture
medium,24.25,56,3,6,14,0.24752651154994965,0.20801307260990143,4.292808323994438,3,0.8125204395550735,1.0866226842450597,3,0.3428347110748291,0.03828204423189163,6-fold printed classification; balanced-center; moderate-radial-banding; medium contrast; medium texture
medium,24.25,57,1,6,14,0.44156911969184875,0.18849915266036987,4.595473163838291,2,1.2755743248578486,0.8548927088769809,3,0.15424972772598267,0.06564050167798996,6-fold printed classification; balanced-center; moderate-radial-banding; low contrast; high texture
medium,24.25,57,2,6,14,0.2741378843784332,0.21471461653709412,4.394181997503841,2,0.8441379196916242,0.8229431636740389,3,0.2303086668252945,0.030638769268989563,6-fold printed classification; balanced-center; moderate-radial-banding; medium contrast; medium texture
medium,24.25,57,3,6,14,0.25946781039237976,0.22851881384849548,4.337159606922855,3,0.9332612236856775,1.149312354254806,3,0.39524292945861816,0.05535319447517395,6-fold printed classification; balanced-center; moderate-radial-banding; high contrast; medium texture
medium,24.25,58,1,6,14,0.4150445759296417,0.1965993195772171,4.608165056931836,2,1.1253890727162694,0.9598046889502418,5,0.18856388330459595,0.03857063129544258,6-fold printed classification; balanced-center; moderate-radial-banding; low contrast; high texture
medium,24.25,58,2,6,14,0.2860161066055298,0.23428955674171448,4.355609963749057,2,1.1612490752033389,0.6189908360461447,3,0.37074896693229675,0.06347093731164932,6-fold printed classification; balanced-center; moderate-radial-banding; high contrast; medium texture
medium,24.25,58,3,unclassified,14,0.24878136813640594,0.24307650327682495,4.130382607609563,2,1.148365310215319,1.2431439814526055,3,0.3808997869491577,0.06463419646024704,unclassified/indistinct in printed atlas; balanced-center; moderate-radial-banding; high contrast; low texture
medium,24.25,59,1,6,14,0.3333194851875305,0.24936330318450928,4.3721003066659625,4,0.5312712231674606,1.296026175345162,4,0.18062765896320343,0.0970015749335289,6-fold printed classification; dark-center; ring-rich; high contrast; medium texture
medium,24.25,59,2,2,14,0.2593719959259033,0.19547812640666962,4.369714498533631,1,1.1381713571874599,1.1590619248406842,3,0.24229103326797485,0.04297887906432152,2-fold printed classification; balanced-center; radially-simple; low contrast; medium texture
medium,24.25,59,3,2,14,0.20042897760868073,0.17476919293403625,4.049647878196643,2,1.0921287298104838,1.3217469774796786,3,0.1360548883676529,0.04998181015253067,2-fold printed classification; balanced-center; moderate-radial-banding; low contrast; low texture
medium,24.25,60,1,2,14,0.42279618978500366,0.19088280200958252,4.602005767811409,1,1.125144558811521,0.9409684276671182,3,0.19207748770713806,0.055938564240932465,2-fold printed classification; balanced-center; radially-simple; low contrast; high texture
medium,24.25,60,2,2,14,0.3399190306663513,0.2715465724468231,4.526305640325372,1,2.3880630654606914,1.0562137509537193,3,0.2779281437397003,0.13277462124824524,2-fold printed classification; bright-center; radially-simple; high contrast; high texture
medium,24.25,60,3,2,14,0.21047526597976685,0.23349207639694214,3.9065740178429924,3,1.471753291729159,1.4017678389538655,3,0.22366690635681152,0.04802051931619644,2-fold printed classification; bright-center; moderate-radial-banding; high contrast; low texture
medium,24.25,61,1,2,14,0.42229804396629333,0.22565893828868866,4.709788238957087,2,1.3128566978331082,1.032009945301405,5,0.14993725717067719,0.09011957049369812,2-fold printed classification; bright-center; moderate-radial-banding; medium contrast; high texture
medium,24.25,61,2,2,14,0.2796649932861328,0.2853763997554779,4.1075683535449485,0,3.021163612687189,1.1336764189265078,4,0.18604305386543274,0.14926327764987946,2-fold printed classification; bright-center; radially-simple; high contrast; low texture
medium,24.25,61,3,2,14,0.17468862235546112,0.22772489488124847,3.4553747182961465,3,1.3913400424736173,1.0232559796766725,3,0.24394391477108002,0.047304119914770126,2-fold printed classification; bright-center; moderate-radial-banding; high contrast; low texture
medium,24.25,62,1,2,14,0.3158635199069977,0.24651071429252625,4.408902782862551,1,1.6619410375133088,1.3322378712677956,3,0.20472966134548187,0.07302527129650116,2-fold printed classification; bright-center; radially-simple; high contrast; medium texture
medium,24.25,62,2,unclassified,14,0.21104638278484344,0.26961955428123474,3.45222951811099,0,3.4671839306033867,1.183811588368713,3,0.22420279681682587,0.12594152987003326,unclassified/indistinct in printed atlas; bright-center; radially-simple; high contrast; low texture
medium,24.25,62,3,unclassified,14,0.16367106139659882,0.2327622026205063,3.1819728753230745,2,1.2600905195827392,0.9606346485836926,3,0.26191219687461853,0.051731038838624954,unclassified/indistinct in printed atlas; balanced-center; moderate-radial-banding; high contrast; low texture
medium,24.25,63,1,unclassified,14,0.1317940354347229,0.18009822070598602,2.470793909468124,1,0.5589543450388854,1.9777990174735316,3,0.24378952383995056,0.06279671937227249,unclassified/indistinct in printed atlas; dark-center; radially-simple; low contrast; low texture
medium,24.25,63,2,unclassified,14,0.17120254039764404,0.24665197730064392,2.952260702637111,2,2.8428887616603165,1.2253597876327982,3,0.21224723756313324,0.07805758714675903,unclassified/indistinct in printed atlas; bright-center; moderate-radial-banding; high contrast; low texture
medium,24.25,63,3,unclassified,14,0.1658707708120346,0.2343387007713318,3.208041909900486,2,1.1556542920969333,1.1751925180457632,3,0.28210586309432983,0.044194452464580536,unclassified/indistinct in printed atlas; balanced-center; moderate-radial-banding; high contrast; low texture
medium,24.25,64,1,unclassified,14,0.09990192204713821,0.1466582715511322,1.8827773516034199,1,0.9323229417408151,2.989632337328576,3,0.21805210411548615,0.058799054473638535,unclassified/indistinct in printed atlas; balanced-center; radially-simple; low contrast; low texture
medium,24.25,64,2,unclassified,14,0.17419441044330597,0.24176698923110962,3.059176644492185,2,2.680761987849051,1.1426083363440294,3,0.22392472624778748,0.07684192061424255,unclassified/indistinct in printed atlas; bright-center; moderate-radial-banding; high contrast; low texture
medium,24.25,64,3,unclassified,14,0.16503354907035828,0.2248029112815857,3.255006900879909,2,1.1921265329824726,1.1354463605386376,3,0.2937403917312622,0.039426740258932114,unclassified/indistinct in printed atlas; balanced-center; moderate-radial-banding; medium contrast; low texture
medium,24.25,65,1,unclassified,14,0.10174970328807831,0.14783033728599548,1.9018628853280708,1,0.9302354260012438,3.093182639167785,3,0.23589545488357544,0.061275795102119446,unclassified/indistinct in printed atlas; balanced-center; radially-simple; low contrast; low texture
medium,24.25,65,2,unclassified,14,0.33856889605522156,0.2820113003253937,4.588691837850089,1,1.9624843554559206,0.9420259610679422,3,0.28579020500183105,0.11123061925172806,unclassified/indistinct in printed atlas; bright-center; radially-simple; high contrast; high texture
medium,24.25,65,3,unclassified,14,0.2507428228855133,0.25425446033477783,4.162747105174301,3,0.8423287449749766,1.0438625670366832,3,0.3960004150867462,0.02774152159690857,unclassified/indistinct in printed atlas; balanced-center; moderate-radial-banding; high contrast; low texture
medium,24.25,66,1,unclassified,14,0.2129279524087906,0.25392597913742065,3.3552823934055125,2,0.884612039549181,1.788900797172714,3,0.15031997859477997,0.07630560547113419,unclassified/indistinct in printed atlas; balanced-center; moderate-radial-banding; high contrast; low texture
medium,24.25,66,2,8,14,0.31803181767463684,0.22765710949897766,4.535894968313259,1,1.9855589331214871,1.1077396732760896,3,0.3292994499206543,0.09964191913604736,8-fold printed classification; bright-center; radially-simple; high contrast; high texture
medium,24.25,66,3,8,14,0.2754462659358978,0.22951652109622955,4.3469034667633615,4,0.8361081061763964,1.1035417594738666,3,0.29067686200141907,0.03480696678161621,8-fold printed classification; balanced-center; ring-rich; high contrast; medium texture
medium,24.25,67,1,unclassified,14,0.10784981399774551,0.14779096841812134,2.1181943691988443,1,0.8623076996825713,2.563203753087983,3,0.18800373375415802,0.0557330846786499,unclassified/indistinct in printed atlas; balanced-center; radially-simple; low contrast; low texture
medium,24.25,67,2,8,14,0.3425373136997223,0.2455570101737976,4.540877333457042,2,1.6417979512702165,0.9604871378859922,3,0.4387449026107788,0.0743178278207779,8-fold printed classification; bright-center; moderate-radial-banding; high contrast; high texture
medium,24.25,67,3,8,14,0.2741045355796814,0.2254287749528885,4.326019446245854,3,1.0378058049852164,1.116166877678141,3,0.2591076195240021,0.01859218254685402,8-fold printed classification; balanced-center; moderate-radial-banding; medium contrast; medium texture
medium,24.25,68,1,8,14,0.4271135926246643,0.2222920060157776,4.544871390221287,2,0.6163275139625336,1.0792542542287573,5,0.1635623574256897,0.07325927168130875,8-fold printed classification; dark-center; moderate-radial-banding; medium contrast; high texture
medium,24.25,68,2,unclassified,14,0.2427513301372528,0.17584525048732758,4.248912233153488,2,1.0615944620056585,1.1876148859612974,3,0.28603190183639526,0.033678989857435226,unclassified/indistinct in printed atlas; balanced-center; moderate-radial-banding; low contrast; low texture
medium,24.25,68,3,8,14,0.238719180226326,0.1825549602508545,4.273996744416915,1,1.4515354833450258,1.2357942254368264,3,0.21748588979244232,0.04534723609685898,8-fold printed classification; bright-center; radially-simple; low contrast; low texture
medium,24.25,69,1,2,14,0.33510130643844604,0.19763953983783722,4.4226759547239265,5,1.0806136871749736,1.030974222650059,3,0.23339073359966278,0.047715894877910614,2-fold printed classification; balanced-center; ring-rich; low contrast; medium texture
medium,24.25,69,2,unclassified,14,0.270486980676651,0.17380405962467194,4.319425847134986,4,1.2052119272001067,0.9254257765867676,3,0.20146144926548004,0.04269114136695862,unclassified/indistinct in printed atlas; balanced-center; ring-rich; low contrast; medium texture
medium,24.25,69,3,2,14,0.24263054132461548,0.20117291808128357,4.302688164426969,1,1.8130056458420938,1.1891658134958973,3,0.21094493567943573,0.06580277532339096,2-fold printed classification; bright-center; radially-simple; low contrast; medium texture
medium,24.25,70,1,2,14,0.42492905259132385,0.17235565185546875,4.470994608250405,2,0.7667269480593873,0.9683889786165719,3,0.19586169719696045,0.06436780840158463,2-fold printed classification; balanced-center; moderate-radial-banding; low contrast; high texture
medium,24.25,70,2,2,14,0.3119507431983948,0.20095707476139069,4.508819633288832,2,1.385555252912239,0.9059544191793651,3,0.26677533984184265,0.054542940109968185,2-fold printed classification; bright-center; moderate-radial-banding; low contrast; high texture
medium,24.25,70,3,unclassified,14,0.2373824417591095,0.20356787741184235,4.241477496863363,2,1.157207352953614,1.062313477758421,3,0.24694375693798065,0.03843181952834129,unclassified/indistinct in printed atlas; balanced-center; moderate-radial-banding; medium contrast; low texture
medium,24.25,71,1,2,14,0.4498262405395508,0.17001764476299286,4.461325362624066,3,0.900095268324898,0.9533017315915965,3,0.2825733721256256,0.04308021068572998,2-fold printed classification; balanced-center; moderate-radial-banding; low contrast; high texture
medium,24.25,71,2,2,14,0.30741873383522034,0.20647408068180084,4.546477983221006,1,1.5658141908934475,0.917708415992211,3,0.19825801253318787,0.06423507630825043,2-fold printed classification; bright-center; radially-simple; medium contrast; high texture
medium,24.25,71,3,2,14,0.2573261260986328,0.206131249666214,4.4063091278993936,5,0.9685834843387808,1.1061598747654577,3,0.24757535755634308,0.028740236535668373,2-fold printed classification; balanced-center; ring-rich; medium contrast; medium texture
medium,24.25,72,1,2,14,0.41947129368782043,0.1996844857931137,4.630716519900839,3,0.9311179169288034,1.024321169603194,3,0.160222128033638,0.0581587590277195,2-fold printed classification; balanced-center; moderate-radial-banding; low contrast; high texture
medium,24.25,72,2,2,14,0.3007432818412781,0.2082742303609848,4.4716586054813146,1,1.874396585922588,1.0799870283335358,3,0.19095554947853088,0.0852937400341034,2-fold printed classification; bright-center; radially-simple; medium contrast; high texture
medium,24.25,72,3,2,14,0.25365445017814636,0.21560166776180267,4.305960088171309,2,1.3160961217914702,1.126476825026957,3,0.188664048910141,0.04507071524858475,2-fold printed classification; bright-center; moderate-radial-banding; medium contrast; medium texture
medium,24.25,73,1,unclassified,14,0.3033234179019928,0.2017584592103958,4.447170686124256,3,1.044323127072318,1.226220877592502,3,0.1400275081396103,0.04831639677286148,unclassified/indistinct in printed atlas; balanced-center; moderate-radial-banding; low contrast; medium texture
medium,24.25,73,2,unclassified,14,0.3241283595561981,0.241803839802742,4.670346850135332,1,1.714372583973371,1.0100455366940448,4,0.2897277772426605,0.0853036642074585,unclassified/indistinct in printed atlas; bright-center; radially-simple; high contrast; high texture
medium,24.25,73,3,2,14,0.22988839447498322,0.2088857740163803,4.177084038551703,2,1.3331578098047,1.0393667926574783,3,0.2500188648700714,0.03357009217143059,2-fold printed classification; bright-center; moderate-radial-banding; medium contrast; low texture
medium,24.25,74,1,unclassified,14,0.33208176493644714,0.2090757191181183,4.541733815316829,2,1.104307893767934,1.181827098469128,3,0.14514808356761932,0.05521233379840851,unclassified/indistinct in printed atlas; balanced-center; moderate-radial-banding; medium contrast; high texture
medium,24.25,74,2,unclassified,14,0.32838213443756104,0.26323387026786804,4.585615388595938,0,2.280262046899372,1.0385993245417369,4,0.2536693811416626,0.12983141839504242,unclassified/indistinct in printed atlas; bright-center; radially-simple; high contrast; high texture
medium,24.25,74,3,4,14,0.2609808146953583,0.24531787633895874,4.269751100094955,4,1.0890827638352207,1.039077345493191,3,0.4316592514514923,0.03313516825437546,4-fold printed classification; balanced-center; ring-rich; high contrast; low texture
medium,24.25,75,1,unclassified,14,0.3639599680900574,0.25795650482177734,4.6079789949715115,3,1.5566731155897284,1.0638578501467508,3,0.18492436408996582,0.07816082239151001,unclassified/indistinct in printed atlas; bright-center; moderate-radial-banding; high contrast; high texture
medium,24.25,75,2,unclassified,14,0.30919426679611206,0.29442816972732544,4.3664915982917085,0,2.5572409126235556,1.0773179924829364,3,0.3113560378551483,0.129295215010643,unclassified/indistinct in printed atlas; bright-center; radially-simple; high contrast; medium texture
medium,24.25,75,3,unclassified,14,0.23332658410072327,0.2662948966026306,3.930474402466706,3,1.435140237049934,1.2447223529830136,3,0.381206214427948,0.04463278874754906,unclassified/indistinct in printed atlas; bright-center; moderate-radial-banding; high contrast; low texture
medium,24.25,76,1,unclassified,14,0.2559293508529663,0.24232490360736847,4.046963545289893,3,0.9016471260862189,1.223613687981584,3,0.12233394384384155,0.0815482810139656,unclassified/indistinct in printed atlas; balanced-center; moderate-radial-banding; high contrast; low texture
medium,24.25,76,2,unclassified,14,0.20495842397212982,0.2684343159198761,3.3316398716824547,0,3.4254902449653355,1.2602606890656582,3,0.23643174767494202,0.11703027784824371,unclassified/indistinct in printed atlas; bright-center; radially-simple; high contrast; low texture
medium,24.25,76,3,unclassified,14,0.16417931020259857,0.2433418184518814,3.0825078662326284,2,1.0254534195959524,1.043796366523068,3,0.25211524963378906,0.05441025644540787,unclassified/indistinct in printed atlas; balanced-center; moderate-radial-banding; high contrast; low texture
medium,24.25,77,1,unclassified,14,0.10581329464912415,0.16012494266033173,1.9349596262738964,1,0.8634960068522147,2.586374549259468,3,0.21676941215991974,0.059948571026325226,unclassified/indistinct in printed atlas; balanced-center; radially-simple; low contrast; low texture
medium,24.25,77,2,unclassified,14,0.20321573317050934,0.24469368159770966,3.400686368310362,2,2.702605789589542,1.0168185108897319,4,0.22321145236492157,0.10394075512886047,unclassified/indistinct in printed atlas; bright-center; moderate-radial-banding; high contrast; low texture
medium,24.25,77,3,unclassified,14,0.17594482004642487,0.2399177849292755,3.2174800740816263,2,0.9297360099625172,1.0240120452490735,3,0.3204849064350128,0.05031251907348633,unclassified/indistinct in printed atlas; balanced-center; moderate-radial-banding; high contrast; low texture
medium,24.25,78,1,10,14,0.2585442066192627,0.22370915114879608,3.875324410222289,1,0.2349636057095651,1.3635849286162756,3,0.14220094680786133,0.11952083557844162,10-fold printed classification; dark-center; radially-simple; medium contrast; low texture
medium,24.25,78,2,10,14,0.28737780451774597,0.22824831306934357,4.418886128614472,3,1.8441914703085343,0.8337351044837422,3,0.4109891951084137,0.09075600653886795,10-fold printed classification; bright-center; moderate-radial-banding; high contrast; medium texture
medium,24.25,78,3,10,14,0.24774415791034698,0.23474501073360443,4.227246555470378,2,1.113503745947858,1.143919670513496,3,0.2773762345314026,0.03548099100589752,10-fold printed classification; balanced-center; moderate-radial-banding; high contrast; low texture
medium,24.25,79,1,10,14,0.2424805909395218,0.2172621339559555,3.7653221246818593,0,0.2482336006923282,1.3043450111080224,3,0.1160876676440239,0.10757780820131302,10-fold printed classification; dark-center; radially-simple; medium contrast; low texture
medium,24.25,79,2,10,14,0.317959725856781,0.2558925747871399,4.454694642515774,0,2.236175191963933,0.7807197118593145,3,0.46261441707611084,0.1319347321987152,10-fold printed classification; bright-center; radially-simple; high contrast; medium texture
medium,24.25,79,3,10,14,0.263943076133728,0.24039629101753235,4.2793739157233555,2,1.0319260320532275,1.0685931219695626,3,0.3477298319339752,0.04403429850935936,10-fold printed classification; balanced-center; moderate-radial-banding; high contrast; medium texture
medium,24.25,80,1,10,14,0.23821686208248138,0.2298499196767807,3.6120409382521244,0,0.2703630929991426,1.5496237449721375,6,0.10367432236671448,0.12812532484531403,10-fold printed classification; dark-center; radially-simple; high contrast; low texture
medium,24.25,80,2,10,14,0.35040339827537537,0.2927934229373932,4.414039933807903,0,2.5726516207393493,0.797144249899456,3,0.5310375690460205,0.1675732433795929,10-fold printed classification; bright-center; radially-simple; high contrast; medium texture
medium,24.25,80,3,10,14,0.28907638788223267,0.278371661901474,4.208959462450366,2,0.9002477553630265,1.1712370268600671,3,0.3810962438583374,0.057342879474163055,10-fold printed classification; balanced-center; moderate-radial-banding; high contrast; low texture
medium,24.25,81,1,10,14,0.21421170234680176,0.252578467130661,3.186915942624661,1,0.2916314228069454,1.6287919737607008,7,0.1905970722436905,0.12520919740200043,10-fold printed classification; dark-center; radially-simple; high contrast; low texture
medium,24.25,81,2,10,14,0.3439144492149353,0.3189011812210083,4.1566798332616735,0,2.6537062419968573,0.9606380881647234,3,0.4139663875102997,0.15937398374080658,10-fold printed classification; bright-center; radially-simple; high contrast; low texture
medium,24.25,81,3,10,14,0.2461254596710205,0.283843070268631,3.8448455783849758,1,1.2579248089870854,1.195142983146607,3,0.42235615849494934,0.06652037054300308,10-fold printed classification; balanced-center; radially-simple; high contrast; low texture
medium,24.25,82,1,unclassified,14,0.11092142760753632,0.16847869753837585,2.048272279309134,1,0.7663926434365391,2.322371105903531,3,0.24063853919506073,0.0632147341966629,unclassified/indistinct in printed atlas; balanced-center; radially-simple; low contrast; low texture
medium,24.25,82,2,unclassified,14,0.1988132745027542,0.2633369266986847,3.24062158359605,3,3.4673704109937677,1.0839643560953547,3,0.1733396053314209,0.12481660395860672,unclassified/indistinct in printed atlas; bright-center; moderate-radial-banding; high contrast; low texture
medium,24.25,82,3,10,14,0.17555630207061768,0.24258138239383698,3.2673392127058802,1,1.2649341514516597,1.3403977000391094,3,0.32420241832733154,0.04641236364841461,10-fold printed classification; balanced-center; radially-simple; high contrast; low texture
medium,24.25,83,1,unclassified,14,0.12137985229492188,0.18846268951892853,2.1475905576561294,1,0.7257508750122241,2.4922907558364957,3,0.2906055152416229,0.0748942494392395,unclassified/indistinct in printed atlas; balanced-center; radially-simple; low contrast; low texture
medium,24.25,83,2,unclassified,14,0.21645036339759827,0.27690547704696655,3.4106916200213395,4,3.326368643105418,1.112466034563288,3,0.2047150731086731,0.13079839944839478,unclassified/indistinct in printed atlas; bright-center; ring-rich; high contrast; low texture
medium,24.25,83,3,unclassified,14,0.17037072777748108,0.24573631584644318,3.1702820675806413,3,1.6881833789765182,1.301165497442524,3,0.3062448799610138,0.05269559472799301,unclassified/indistinct in printed atlas; bright-center; moderate-radial-banding; high contrast; low texture
medium,24.25,84,1,6,14,0.4373803734779358,0.17921487987041473,4.539479410214948,3,1.038109821048751,1.0833795458992055,3,0.17556078732013702,0.03391299769282341,6-fold printed classification; balanced-center; moderate-radial-banding; low contrast; high texture
medium,24.25,84,2,6,14,0.3734026551246643,0.2528943121433258,4.762356756031018,0,1.8391110711246927,1.001695158572151,3,0.20799623429775238,0.10248572379350662,6-fold printed classification; bright-center; radially-simple; high contrast; high texture
medium,24.25,84,3,unclassified,14,0.2862478196620941,0.2607300877571106,4.4451098620395895,2,1.0006264603424253,1.1122525680217183,3,0.3184528648853302,0.04468943178653717,unclassified/indistinct in printed atlas; balanced-center; moderate-radial-banding; high contrast; medium texture
medium,24.25,85,1,6,14,0.4473138451576233,0.175263911485672,4.506634464225288,4,1.061554144562975,1.095277071687615,3,0.13274328410625458,0.028231244534254074,6-fold printed classification; balanced-center; ring-rich; low contrast; high texture
medium,24.25,85,2,6,14,0.3189167082309723,0.23437607288360596,4.617114720186742,2,1.5407538923739579,1.0298147135857856,3,0.23346339166164398,0.06058153510093689,6-fold printed classification; bright-center; moderate-radial-banding; high contrast; high texture
medium,24.25,85,3,6,14,0.25403282046318054,0.21714918315410614,4.3641174108133995,2,0.981092055811124,1.2047609688035417,3,0.3317994773387909,0.03946634754538536,6-fold printed classification; balanced-center; moderate-radial-banding; medium contrast; medium texture
medium,24.25,86,1,6,14,0.43173807859420776,0.18805408477783203,4.581898725708676,2,1.1290167392516501,1.1720783257282688,3,0.24234172701835632,0.04120679944753647,6-fold printed classification; balanced-center; moderate-radial-banding; low contrast; high texture
medium,24.25,86,2,6,14,0.3238491117954254,0.24008885025978088,4.628675456981169,0,1.8990920936722755,1.1157048639881453,4,0.21354857087135315,0.08693230897188187,6-fold printed classification; bright-center; radially-simple; high contrast; high texture
medium,24.25,86,3,6,14,0.2397930920124054,0.20900483429431915,4.258257989620205,2,0.8779575602152374,1.13459724125155,3,0.3096748888492584,0.032901208847761154,6-fold printed classification; balanced-center; moderate-radial-banding; medium contrast; low texture
medium,24.25,87,1,2,14,0.3785541355609894,0.17169421911239624,4.4373393616579175,2,1.2236648761063502,0.9858888331743718,3,0.2003086507320404,0.04956962168216705,2-fold printed classification; balanced-center; moderate-radial-banding; low contrast; medium texture
medium,24.25,87,2,2,14,0.24303993582725525,0.17753832042217255,4.234317740115573,5,1.2861680590798723,1.096366404871062,3,0.20567254722118378,0.027103271335363388,2-fold printed classification; bright-center; ring-rich; low contrast; low texture
medium,24.25,87,3,6,14,0.2212885320186615,0.1965840756893158,4.1840153227022325,3,1.028179388354172,1.312083226704171,3,0.3033010959625244,0.04098724201321602,6-fold printed classification; balanced-center; moderate-radial-banding; low contrast; low texture
medium,24.25,88,1,2,14,0.38626542687416077,0.17637480795383453,4.47400851653406,3,1.076871780359976,0.9710766673026962,3,0.1792047917842865,0.026330916211009026,2-fold printed classification; balanced-center; moderate-radial-banding; low contrast; high texture
medium,24.25,88,2,2,14,0.2832132875919342,0.2094147801399231,4.420221608864991,2,1.8008200359885405,1.0573665234090905,4,0.1623491495847702,0.07415322959423065,2-fold printed classification; bright-center; moderate-radial-banding; medium contrast; medium texture
